team_1,team_2,team_1_goals,team_2_goals,is_team_1_home,is_neutral,outcome,team_1_outcome,team_2_outcome,days,year,tournament.Friendly,tournament.African.Cup.of.Nations.Qualifiers,tournament.Euro.Qualifiers,tournament.Oceania.Nations.Cup,tournament.Copa.America,tournament.Confederations.Cup,tournament.Asian.Cup.Qualifiers,tournament.African.Cup.of.Nations,tournament.Gold.Cup,tournament.World.Cup.Qualifiers,tournament.Euro,tournament.Asian.Cup,tournament.World.Cup,team_1_index,team_2_index,team_1_rolling_2_outcome,team_1_rolling_2_goals,team_1_rolling_2_opponentgoals,team_2_rolling_2_outcome,team_2_rolling_2_goals,team_2_rolling_2_opponentgoals,diff_rolling_2_outcome,diff_rolling_2_goals,diff_rolling_2_opponentgoals,team_1_rolling_5_outcome,team_1_rolling_5_goals,team_1_rolling_5_opponentgoals,team_2_rolling_5_outcome,team_2_rolling_5_goals,team_2_rolling_5_opponentgoals,diff_rolling_5_outcome,diff_rolling_5_goals,diff_rolling_5_opponentgoals,team_1_rolling_10_outcome,team_1_rolling_10_goals,team_1_rolling_10_opponentgoals,team_2_rolling_10_outcome,team_2_rolling_10_goals,team_2_rolling_10_opponentgoals,diff_rolling_10_outcome,diff_rolling_10_goals,diff_rolling_10_opponentgoals,team_1_rolling_20_outcome,team_1_rolling_20_goals,team_1_rolling_20_opponentgoals,team_2_rolling_20_outcome,team_2_rolling_20_goals,team_2_rolling_20_opponentgoals,diff_rolling_20_outcome,diff_rolling_20_goals,diff_rolling_20_opponentgoals,team_1_rolling_50_outcome,team_1_rolling_50_goals,team_1_rolling_50_opponentgoals,team_2_rolling_50_outcome,team_2_rolling_50_goals,team_2_rolling_50_opponentgoals,diff_rolling_50_outcome,diff_rolling_50_goals,diff_rolling_50_opponentgoals
Guinea,Ethiopia,3,0,1,0,win,1,-1,1817,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,119,123,0,2,2,0,2,1,0,0,1,-1,4,4,1,5,4,-2,-1,0,-1,10,8,-2,9,15,1,1,-7,3,29,22,-3,20,30,6,9,-8,0,0,0,0,0,0,0,0,0
Jamaica,Cuba,1,2,1,0,lose,-1,1,1817,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,127,169,1,3,2,-2,0,3,3,3,-1,0,5,6,-1,1,3,1,4,3,-2,7,10,-4,3,8,2,4,2,-5,16,23,-8,9,22,3,7,1,-6,55,59,0,0,0,-6,55,59
Lesotho,Gambia,1,0,1,0,win,1,-1,1817,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,17,158,0,2,4,0,5,4,0,-3,0,-2,3,7,-2,5,10,0,-2,-3,-3,7,12,-2,8,15,-1,-1,-3,-5,11,19,0,0,0,-5,11,19,0,0,0,0,0,0,0,0,0
Madagascar,Mauritius,0,2,1,0,lose,-1,1,1817,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,120,47,-2,0,8,-2,0,8,0,0,0,-4,4,16,-2,2,10,-2,2,6,-3,7,19,-3,4,15,0,3,4,-11,11,39,-7,16,37,-4,-5,2,0,0,0,0,0,0,0,0,0
Rwanda,Ghana,1,0,1,0,win,1,-1,1817,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,32,118,1,1,0,-1,2,4,2,-1,-4,1,6,6,-2,8,12,3,-2,-6,2,12,11,-4,12,16,6,0,-5,4,24,21,-5,21,27,9,3,-6,0,0,0,0,64,58,0,-64,-58
USA,Paraguay,2,0,1,0,win,1,-1,1817,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,101,136,-1,0,1,1,1,0,-2,-1,1,0,5,4,1,4,3,-1,1,1,2,13,6,1,7,6,1,6,0,3,30,18,-1,21,29,4,9,-11,10,75,39,8,63,53,2,12,-14
El Salvador,Guatemala,1,2,0,1,lose,-1,1,1819,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,104,105,0,2,2,-2,2,4,2,0,-2,0,3,3,-3,2,5,3,1,-2,-2,4,10,-5,5,12,3,-1,-2,-9,11,31,-4,20,26,-5,-9,5,0,0,0,0,0,0,0,0,0
Jamaica,Paraguay,2,0,1,0,win,1,-1,1820,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,127,136,0,4,4,0,1,2,0,3,2,0,6,7,1,3,3,-1,3,4,-3,7,11,1,7,7,-4,0,4,-5,16,23,-2,19,29,-3,-3,-6,-6,56,57,6,61,54,-12,-5,3
Costa Rica,Canada,0,1,0,1,lose,-1,1,1823,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,121,139,0,1,1,-2,2,6,2,-1,-5,1,6,5,-3,7,15,4,-1,-10,-1,12,14,-2,13,20,1,-1,-6,2,24,22,-4,18,34,6,6,-12,10,83,60,0,0,0,10,83,60
USA,El Salvador,2,0,1,0,win,1,-1,1823,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,101,104,1,2,0,0,3,3,1,-1,-3,0,5,4,-1,4,5,1,1,-1,2,11,6,-3,5,12,5,6,-6,5,31,16,-9,12,32,14,19,-16,12,76,37,0,0,0,12,76,37
Jamaica,Colombia,0,1,0,1,lose,-1,1,1824,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,127,126,0,3,2,-2,1,3,2,2,-1,0,6,6,-1,5,5,1,1,1,-2,9,11,-2,5,6,0,4,5,-3,18,22,1,19,13,-4,-1,9,-4,57,55,9,60,42,-13,-3,13
Mexico,Brazil,1,0,1,0,win,1,-1,1824,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,128,72,-1,1,2,1,3,2,-2,-2,0,0,4,3,1,6,3,-1,-2,0,-1,7,8,1,12,8,-2,-5,0,4,21,13,10,40,14,-6,-19,-1,3,65,54,15,93,40,-12,-28,14
Canada,Cuba,0,2,0,1,lose,-1,1,1825,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,139,169,0,2,4,0,2,2,0,0,2,-1,7,12,0,3,4,-1,4,8,0,14,18,-2,3,6,2,11,12,-2,19,30,-7,11,23,5,8,7,0,0,0,0,0,0,0,0,0
USA,Martinique,2,0,1,0,win,1,-1,1825,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,101,200,2,4,0,1,5,4,1,-1,-4,0,5,3,4,13,5,-4,-8,-2,4,13,5,3,19,14,1,-6,-9,5,31,15,0,0,0,5,31,15,12,71,37,0,0,0,12,71,37
Brazil,Honduras,2,1,0,1,win,1,-1,1826,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,72,155,-1,2,3,1,3,2,-2,-1,1,0,6,4,-1,5,6,1,1,-2,-1,10,9,-3,8,17,2,2,-8,8,34,14,-1,20,26,9,14,-12,13,92,41,10,95,64,3,-3,-23
Guatemala,Jamaica,0,2,0,1,lose,-1,1,1826,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,105,127,0,3,3,0,2,1,0,1,2,-1,4,5,0,6,5,-1,-2,0,-3,6,10,-2,9,11,-1,-3,-1,-4,21,27,-3,17,21,-1,4,6,0,0,0,-4,57,55,4,-57,-55
Argentina,Uruguay,2,2,1,0,draw,0,-0,1827,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,142,145,2,4,1,1,4,2,1,0,-1,3,6,2,0,7,6,3,-1,-4,5,13,5,0,14,12,5,-1,-7,10,32,15,0,28,24,10,4,-9,0,0,0,3,63,53,-3,-63,-53
Cuba,Costa Rica,0,3,0,1,lose,-1,1,1827,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,169,121,2,4,1,0,1,1,2,3,0,1,5,4,0,5,5,1,0,-1,-1,5,6,-1,11,13,0,-6,-7,-6,12,22,0,22,23,-6,-10,-1,0,0,0,8,82,61,-8,-82,-61
El Salvador,Martinique,1,0,0,1,win,1,-1,1827,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,104,200,-2,1,4,0,2,3,-2,-1,1,-2,4,7,2,9,7,-4,-5,0,-3,5,13,3,18,13,-6,-13,0,-9,10,29,0,0,0,-9,10,29,0,0,0,0,0,0,0,0,0
Colombia,Guatemala,1,1,0,1,draw,0,-0,1828,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,126,105,0,2,2,0,2,3,0,0,-1,1,6,4,-2,4,7,3,2,-3,0,6,5,-5,5,12,5,1,-7,1,19,13,-5,20,28,6,-1,-15,11,58,38,0,0,0,11,58,38
Mexico,Honduras,0,0,1,0,draw,0,-0,1828,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,128,155,0,2,2,-1,2,3,1,0,-1,0,3,3,-2,6,8,2,-3,-5,-1,6,7,-3,9,16,2,-3,-9,6,22,12,-2,20,27,8,2,-15,3,59,54,8,93,64,-5,-34,-10
Colombia,Brazil,0,2,0,1,lose,-1,1,1830,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,126,72,1,2,1,0,2,2,1,0,-1,0,4,4,0,5,5,0,-1,-1,0,7,6,1,12,9,-1,-5,-3,0,18,13,8,35,15,-8,-17,-2,12,58,37,14,93,41,-2,-35,-4
Costa Rica,El Salvador,5,2,0,1,win,1,-1,1830,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,121,104,0,3,1,0,1,2,0,2,-1,1,6,3,-1,4,6,2,2,-3,1,14,12,-3,5,13,4,9,-1,1,25,23,-7,10,27,8,15,-4,10,81,56,0,0,0,10,81,56
USA,Cuba,5,0,1,0,win,1,-1,1830,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,101,169,2,4,0,0,2,3,2,2,-3,2,6,1,-1,4,7,3,2,-6,4,13,4,-1,5,8,5,8,-4,5,28,15,-7,11,24,12,17,-9,12,72,37,0,0,0,12,72,37
Mexico,Jamaica,5,0,1,0,win,1,-1,1831,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,128,127,1,1,0,0,2,1,1,-1,-1,0,2,2,1,8,5,-1,-6,-3,-1,5,6,0,10,9,-1,-5,-3,5,21,12,-1,19,20,6,2,-8,4,59,52,-3,57,53,7,2,-1
USA,Brazil,1,2,1,0,lose,-1,1,1834,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,101,72,2,7,0,2,4,1,0,3,-1,4,11,0,2,7,4,2,4,-4,4,16,4,1,11,7,3,5,-3,7,33,13,9,36,14,-2,-3,-1,13,77,37,16,94,39,-3,-17,-2
Mexico,Costa Rica,2,0,1,0,win,1,-1,1835,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,128,121,1,5,0,2,8,2,-1,-3,-2,1,7,2,1,9,4,0,-2,-2,1,10,4,1,17,14,0,-7,-10,5,23,11,1,29,25,4,-6,-14,5,64,52,10,82,58,-5,-18,-6
Peru,Uruguay,3,4,1,0,lose,-1,1,1835,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,129,145,2,3,1,1,4,2,1,-1,-1,2,8,4,0,9,8,2,-1,-4,0,14,13,0,15,13,0,-1,0,-1,24,27,0,28,24,-1,-4,3,0,0,0,2,62,53,-2,-62,-53
Nigeria,Venezuela,1,0,0,1,win,1,-1,1837,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,114,124,-1,2,5,-1,2,3,0,0,2,0,11,10,2,9,4,-2,2,6,3,15,11,4,14,6,-1,1,5,5,27,19,2,24,23,3,3,-4,18,79,37,0,0,0,18,79,37
USA,Costa Rica,3,2,1,0,win,1,-1,1837,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,101,121,0,6,2,0,5,4,0,1,-2,3,12,2,1,9,5,2,3,-3,3,17,6,0,16,15,3,1,-9,5,31,13,-1,27,27,6,4,-14,11,76,39,9,81,59,2,-5,-20
Mexico,Brazil,1,0,1,0,win,1,-1,1838,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,128,72,2,7,0,2,4,1,0,3,-1,2,9,2,2,8,5,0,1,-3,3,12,3,2,13,8,1,-1,-5,6,25,11,9,34,15,-3,-9,-4,7,66,50,16,93,39,-9,-27,11
Uruguay,Peru,1,0,1,0,win,1,-1,1841,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,145,129,1,6,5,0,5,5,1,1,0,1,10,8,0,8,8,1,2,0,2,18,14,0,17,14,2,1,0,2,32,25,-2,27,31,4,5,-6,4,66,55,0,0,0,4,66,55
Singapore,Hong Kong,4,1,1,0,win,1,-1,1846,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,109,107,2,5,0,1,7,3,1,-2,-3,3,12,4,0,9,8,3,3,-4,5,20,9,-3,12,16,8,8,-7,0,27,26,0,26,26,0,1,0,0,0,0,0,0,0,0,0,0
Iran,Iraq,0,1,1,0,lose,-1,1,1855,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,188,149,0,2,2,-1,3,4,1,-1,-2,3,7,3,2,10,6,1,-3,-3,4,14,8,2,16,11,2,-2,-3,9,32,18,1,33,22,8,-1,-4,15,103,47,0,0,0,15,103,47
Iraq,Uruguay,2,5,0,1,lose,-1,1,1857,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,149,145,1,3,2,2,5,3,-1,-2,-1,2,8,5,3,11,7,-1,-3,-2,3,16,10,2,17,14,1,-1,-4,1,29,22,2,31,25,-1,-2,-3,0,0,0,4,65,54,-4,-65,-54
Mayotte,Renuion,1,1,1,0,draw,0,-0,1858,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,214,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Australia,2,1,1,0,win,1,-1,1861,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,56,74,2,4,1,0,3,2,2,1,-1,4,7,2,3,24,3,1,-17,-1,4,15,8,3,28,10,1,-13,-2,7,31,15,9,82,13,-2,-51,2,0,0,0,0,0,0,0,0,0
Luxembourg,Malta,1,1,1,0,draw,0,-0,1861,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,97,48,-2,1,7,-2,2,5,0,-1,2,-4,1,11,-4,5,15,0,-4,-4,-8,4,30,-7,6,29,-1,-2,1,-17,7,57,-14,13,53,-3,-6,4,0,0,0,0,0,0,0,0,0
Angola,Congo DR,0,2,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,26,117,1,7,3,1,2,1,0,5,2,0,9,6,2,7,4,-2,2,2,-1,12,13,6,19,8,-7,-7,5,1,27,23,5,32,21,-4,-5,2,0,0,0,0,0,0,0,0,0
Argentina,Uruguay,3,2,0,1,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,142,145,1,3,2,2,6,2,-1,-3,0,2,7,4,4,14,7,-2,-7,-3,4,14,7,2,20,15,2,-6,-8,10,31,14,3,35,26,7,-4,-12,0,0,0,6,70,54,-6,-70,-54
Austria,Costa Rica,2,0,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,36,121,0,5,1,-2,2,5,2,3,-4,0,9,7,-1,10,8,1,-1,-1,-1,15,14,0,16,13,-1,-1,1,-3,25,33,-2,28,29,-1,-3,4,0,0,0,7,81,61,-7,-81,-61
Belarus,Iran,2,1,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,52,188,-2,0,7,-1,1,2,-1,-1,5,0,6,11,1,6,4,-1,0,7,-1,12,20,2,13,9,-3,-1,11,1,27,30,7,28,19,-6,-1,11,0,0,0,14,101,46,-14,-101,-46
Belgium,Netherlands,1,1,1,0,draw,0,-0,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,125,88,1,5,2,1,3,1,0,2,1,2,11,8,3,7,3,-1,4,5,2,14,13,8,19,4,-6,-5,9,8,27,20,13,43,11,-5,-16,9,0,0,0,0,0,0,0,0,0
Bulgaria,Lithuania,3,0,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,59,31,1,4,2,-2,0,4,3,4,-2,3,7,3,-2,3,7,5,4,-4,5,15,7,-5,8,20,10,7,-13,3,21,22,-13,14,48,16,7,-26,6,58,51,0,0,0,6,58,51
China,Chile,0,0,1,0,draw,0,-0,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,108,140,1,1,0,0,2,2,1,-1,-2,-2,1,9,1,5,5,-3,-4,4,-4,4,14,-1,9,13,-3,-5,1,4,24,18,-4,18,26,8,6,-8,0,0,0,-10,58,68,10,-58,-68
Colombia,Slovakia,0,0,0,1,draw,0,-0,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,126,44,-1,1,3,-2,1,3,1,0,0,-2,3,6,0,9,5,-2,-6,1,-1,7,8,-2,16,16,1,-9,-8,0,18,14,-5,32,34,5,-14,-20,11,58,39,-3,58,63,14,0,-24
Denmark,Finland,1,1,1,0,draw,0,-0,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,83,53,2,3,0,0,3,2,2,0,-2,3,9,4,-1,6,6,4,3,-2,7,20,7,1,12,9,6,8,-2,11,34,19,2,29,21,9,5,-2,19,83,46,0,0,0,19,83,46
Ecuador,Guatemala,2,0,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,131,105,0,2,2,-1,1,3,1,1,-1,1,5,7,-2,5,8,3,0,-1,0,10,14,-5,6,13,5,4,1,1,18,20,-6,19,29,7,-1,-9,4,54,51,0,0,0,4,54,51
England,Croatia,3,1,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,84,94,2,4,2,2,3,1,0,1,1,5,10,3,4,9,1,1,1,2,4,17,12,4,13,6,0,4,6,6,32,20,5,21,12,1,11,8,13,81,45,0,0,0,13,81,45
Estonia,Poland,1,2,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,46,34,0,2,1,0,3,3,0,-1,-2,2,6,2,0,9,6,2,-3,-4,-1,9,7,0,14,9,-1,-5,-2,3,19,12,1,28,23,2,-9,-11,2,56,64,4,66,54,-2,-10,10
Faroe Islands,Iceland,1,2,1,0,lose,-1,1,1862,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,60,41,-2,1,4,2,5,1,-4,-4,3,-1,7,9,-1,6,8,0,1,1,-1,14,16,-1,13,13,0,1,3,-6,20,39,-2,26,33,-4,-6,6,0,0,0,0,0,0,0,0,0
Germany,Italy,0,1,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,55,85,1,3,1,2,4,0,-1,-1,1,3,9,3,5,9,1,-2,0,2,3,16,11,4,14,6,-1,2,5,7,38,19,5,25,15,2,13,4,16,107,54,15,66,35,1,41,19
Japan,Nigeria,3,0,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,100,114,-2,1,3,1,3,2,-3,-2,1,-1,5,4,2,10,7,-3,-5,-3,-2,10,10,4,16,11,-6,-6,-1,-1,21,22,6,27,18,-7,-6,4,0,0,0,18,78,37,-18,-78,-37
Latvia,Uzbekistan,0,3,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,86,146,0,4,3,-1,3,4,1,1,-1,1,7,5,-2,5,10,3,2,-5,0,11,11,-4,14,19,4,-3,-8,-3,23,27,-2,35,34,-1,-12,-7,0,0,0,0,0,0,0,0,0
Liechtenstein,San Marino,2,2,1,0,draw,0,-0,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,87,91,0,2,3,-2,0,11,2,2,-8,-3,2,14,-5,0,20,2,2,-6,-5,7,22,-10,1,34,5,6,-12,-15,9,55,-19,3,81,4,6,-26,0,0,0,0,0,0,0,0,0
Macedonia,Albania,3,1,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,62,106,0,5,4,-2,3,5,2,2,-1,-3,5,10,-2,6,8,-1,-1,2,-5,13,20,-2,14,15,-3,-1,5,-8,26,41,-7,21,31,-1,5,10,0,0,0,0,0,0,0,0,0
Mexico,Peru,1,3,0,1,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,128,129,2,3,0,-2,3,5,4,0,-5,4,9,0,0,8,8,4,1,-8,4,13,3,0,17,13,4,-4,-10,8,25,9,-4,24,31,12,1,-22,9,67,48,0,0,0,9,67,48
Norway,Scotland,0,0,1,0,draw,0,-0,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,42,92,-1,1,2,0,2,2,-1,-1,0,0,5,3,-1,4,6,1,1,-3,2,11,6,-1,11,13,3,0,-7,4,25,14,-5,20,31,9,5,-17,12,68,36,0,0,0,12,68,36
Panama,Paraguay,1,2,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,152,136,2,3,0,-2,0,4,4,3,-4,2,5,5,0,2,4,2,3,1,2,9,9,-1,6,9,3,3,0,-4,16,37,-2,18,28,-2,-2,9,0,0,0,5,61,56,-5,-61,-56
Portugal,Kazakhstan,1,0,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,43,181,1,4,0,-2,1,5,3,3,-5,3,8,2,-3,6,11,6,2,-9,4,15,7,-2,17,14,6,-2,-7,6,39,19,0,0,0,6,39,19,24,121,40,0,0,0,24,121,40
Russia,Israel,1,2,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,90,96,-1,2,3,1,2,0,-2,0,3,0,11,9,0,4,3,0,7,6,-1,17,15,5,20,7,-6,-3,8,0,32,24,4,34,26,-4,-2,-2,0,0,0,0,0,0,0,0,0
Serbia,Wales,1,0,0,0,win,1,-1,1862,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,51,58,-2,1,5,0,4,2,-2,-3,3,-5,3,10,2,10,5,-7,-7,5,-6,8,21,4,15,7,-10,-7,14,-4,26,32,2,25,19,-6,1,13,3,76,66,0,0,0,3,76,66
Slovenia,Hungary,2,1,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,93,40,1,3,1,2,8,1,-1,-5,0,0,8,12,2,14,4,-2,-6,8,-1,14,19,3,21,7,-4,-7,12,5,29,25,0,38,27,5,-9,-2,9,74,63,0,0,0,9,74,63
Sweden,Greece,1,2,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,45,61,2,9,0,2,2,0,0,7,0,1,12,4,3,8,4,-2,4,0,0,19,12,5,13,7,-5,6,5,-1,30,24,5,27,23,-6,3,1,12,72,38,9,70,57,3,2,-19
Switzerland,France,0,2,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,99,95,1,5,4,2,4,2,-1,1,2,1,11,7,5,12,3,-4,-1,4,3,22,15,8,28,6,-5,-6,9,3,36,27,9,44,15,-6,-8,12,0,0,0,27,111,35,-27,-111,-35
Tunisia,Guinea,0,0,1,0,draw,0,-0,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,80,119,2,2,0,2,5,1,0,-3,-1,3,5,2,1,7,3,2,-2,-1,1,8,9,-1,12,8,2,-4,1,-1,17,16,3,30,21,-4,-13,-5,9,75,44,0,0,0,9,75,44
Turkey,Moldova,2,0,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,57,98,0,4,4,0,1,5,0,3,-1,0,8,8,-2,3,9,2,5,-1,0,12,16,-5,6,17,5,6,-1,7,34,21,-10,12,39,17,22,-18,7,67,51,0,0,0,7,67,51
Ukraine,Romania,0,2,1,0,lose,-1,1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,4,4,1,3,1,-1,1,3,0,7,7,0,6,7,0,1,0,1,12,10,1,18,10,0,-6,0,-1,23,25,3,34,20,-4,-11,5,0,0,0,10,78,51,-10,-78,-51
Venezuela,Haiti,3,2,1,0,win,1,-1,1862,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,124,138,-1,2,3,-2,2,7,1,0,-4,0,7,5,-2,7,12,2,0,-7,3,14,7,-2,10,15,5,4,-8,2,24,19,-4,22,36,6,2,-17,0,0,0,0,0,0,0,0,0
Lebanon,Syria,1,0,1,0,win,1,-1,1864,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,157,65,0,3,3,-2,1,4,2,2,-1,1,17,6,-3,3,7,4,14,-1,4,33,9,-3,26,14,7,7,-5,3,45,23,-2,49,25,5,-4,-2,0,0,0,0,0,0,0,0,0
Jordan,Iraq,2,1,1,0,win,1,-1,1868,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,143,149,2,4,1,0,3,5,2,1,-4,2,6,3,0,8,10,2,-2,-7,1,16,10,1,17,15,0,-1,-5,2,29,19,-1,27,25,3,2,-6,0,0,0,0,0,0,0,0,0
Peru,Guatemala,0,0,1,0,draw,0,-0,1869,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,129,105,0,3,2,-1,1,3,1,2,-1,1,9,7,-2,4,8,3,5,-1,1,19,13,-5,6,14,6,13,-1,-3,26,31,-6,18,29,3,8,2,0,0,0,-9,61,72,9,-61,-72
Bolivia,Panama,3,0,1,0,win,1,-1,1873,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,116,152,-2,0,6,0,2,2,-2,-2,4,-5,1,11,0,4,7,-5,-3,4,-6,8,26,2,10,10,-8,-2,16,-9,20,45,-6,13,39,-3,7,6,0,0,0,0,0,0,0,0,0
Haiti,China,4,3,0,1,win,1,-1,1873,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,138,108,-2,3,8,1,1,0,-3,2,8,-3,6,12,-1,1,7,-2,5,5,-3,11,17,-5,1,14,2,10,3,-6,20,39,3,21,17,-9,-1,22,0,0,0,0,0,0,0,0,0
Algeria,Qatar,1,0,0,1,win,1,-1,1877,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,22,68,1,1,0,0,2,7,1,-1,-7,1,5,3,-2,5,14,3,0,-11,3,13,8,-4,9,22,7,4,-14,1,24,20,0,22,28,1,2,-8,2,68,58,0,0,0,2,68,58
Korea DPR,Lebanon,0,1,1,0,lose,-1,1,1877,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,213,157,1,3,1,1,2,1,0,1,0,0,5,4,3,17,4,-3,-12,0,-2,9,9,5,32,7,-7,-23,2,0,0,0,4,46,23,-4,-46,-23,0,0,0,0,0,0,0,0,0
Singapore,Kuwait,1,3,1,0,lose,-1,1,1877,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,109,63,2,7,1,-2,1,10,4,6,-9,5,15,2,-1,6,12,6,9,-10,5,22,9,-2,9,16,7,13,-7,1,30,26,1,28,28,0,2,-2,0,0,0,0,0,0,0,0,0
Iran,Jordan,4,1,1,0,win,1,-1,1878,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,188,143,-2,1,3,2,5,2,-4,-4,1,-1,4,5,3,7,3,-4,-3,2,0,11,11,2,17,10,-2,-6,1,5,25,18,2,26,20,3,-1,-2,13,101,47,0,0,0,13,101,47
Andorra,Croatia,0,3,1,0,lose,-1,1,1879,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,82,94,-2,0,5,0,2,3,-2,-2,2,-5,0,11,3,10,4,-8,-10,7,-8,3,19,3,13,8,-11,-10,11,-17,9,55,3,21,15,-20,-12,40,0,0,0,0,0,0,0,0,0
Argentina,Chile,2,2,1,0,draw,0,-0,1879,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,142,140,1,5,4,1,2,1,0,3,3,2,9,6,0,3,5,2,6,1,6,17,8,0,9,11,6,8,-3,10,31,16,-3,18,25,13,13,-9,24,88,43,-10,57,67,34,31,-24
Armenia,Greece,0,1,1,0,lose,-1,1,1879,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,33,61,-2,3,7,2,3,1,-4,0,6,-3,4,11,4,8,3,-7,-4,8,-4,9,20,7,15,6,-11,-6,14,-6,18,33,6,29,24,-12,-11,9,0,0,0,11,72,56,-11,-72,-56
